system:index	BCI_max	BCI_mean	BCI_min	BCI_stdDev	BLFEI_max	BLFEI_mean	BLFEI_min	BLFEI_stdDev	BSI_max	BSI_mean	BSI_min	BSI_stdDev	Blue_p10	Blue_p25	Blue_p50	Blue_p75	Blue_p90	Brightness_max	Brightness_mean	Brightness_min	Brightness_stdDev	Green_p10	Green_p25	Green_p50	Green_p75	Green_p90	HAND	MNDWI_max	MNDWI_mean	MNDWI_min	MNDWI_stdDev	Map	NBR_max	NBR_mean	NBR_min	NBR_stdDev	NDBI_max	NDBI_mean	NDBI_min	NDBI_stdDev	NDSI_max	NDSI_mean	NDSI_min	NDSI_stdDev	NDVI_max	NDVI_mean	NDVI_min	NDVI_stdDev	NDWI_max	NDWI_mean	NDWI_min	NDWI_stdDev	NIR_contrast	NIR_corr	NIR_diss	NIR_ent	NIR_idm	NIR_p10	NIR_p25	NIR_p50	NIR_p75	NIR_p90	NIR_var	Red_p10	Red_p25	Red_p50	Red_p75	Red_p90	SWIR1_p10	SWIR1_p25	SWIR1_p50	SWIR1_p75	SWIR1_p90	SWIR2_p10	SWIR2_p25	SWIR2_p50	SWIR2_p75	SWIR2_p90	TPI	TWI	aspect	elevation	slope	.geo
0_0	0.16145994	0.13651861	0.115365125	0.014783928124968976	0.4193203	0.40412486	0.39321852	0.009107127	-0.0881997	-0.107527934	-0.12993945	0.012297363090553097	7562	7590	7660	7890.5	8191	10652.333333333334	9894.416666666668	9371.833333333334	460.9143313386213	8072	8144	8244.5	8711.5	9007	163.1001	-0.09823705	-0.117138505	-0.13335681	0.01032645	1	0.30732477	0.2664461	0.23895058	0.020514841367191713	-0.15623452	-0.18501176	-0.21333799	0.016319556778314388	-0.09823705	-0.117138505	-0.13335681	0.01032645	0.3623177	0.3134276	0.28076836	0.026998257	-0.26864183	-0.29563683	-0.33710417	0.022340396552040554	0	1	0	0	1	14002	14257	15612	16476.5	17375	0	7856	7880.5	7932	8305	8573	9905	10199	10609.5	11135.5	11371	8533	8587.5	8791	9253.5	9926	12.043478260869506	-2.876713043	354	2689	24	{"type":"MultiPoint","coordinates":[]}
1_0	0.14152394	0.124457	0.110370554	0.007766115	0.4142335	0.39970946	0.38945213	0.006190015	-0.08713222	-0.11572923	-0.16810763	0.02139258	7707	7710	7764	7879	7890	10502.166666666666	9949.924242424242	9597.166666666666	292.25967735602984	8335	8405	8471	8677	8780	164.2998	-0.09689465	-0.10156758	-0.11449176	0.004954401	1	0.35466784	0.27842915	0.24339092	0.029865038	-0.1657341	-0.2001651	-0.26855123	0.026499938043281837	-0.09689465	-0.10156758	-0.11449176	0.004954401	0.39506033	0.31654373	0.2809359	0.030152805352729795	-0.26834124	-0.29567248	-0.36024484	0.024080288667696268	0	1	0	0	1	14879	15064	15743	15931	16416	0	7967	7982	8095	8273	8310	10217	10222	10405	10755	10764	8608	8660	8771	9053	9182	4.405797101	-2.868740592	111	2433	8	{"type":"MultiPoint","coordinates":[]}
2_0	0.18297282	0.16474926	0.12722552	0.016093860482249384	0.42857143	0.4178182	0.40138173	0.007958268	-0.058160596	-0.098740235	-0.12858044	0.023657574449327257	7759	7845.5	7907	8039	8235	11429	10607.916666666668	10316.666666666666	295.1180751	8496	8606	8669.5	8931	9340	83	-0.09410018	-0.14537933	-0.17805883	0.019142024	1	0.3116455	0.27137703	0.21114625	0.034068179	-0.11774097	-0.1727578	-0.20983687	0.02955917	-0.09410018	-0.14537933	-0.17805883	0.019142024	0.36590946	0.32795915	0.2684899	0.032726297	-0.25948456	-0.31024697	-0.34652618	0.029027027706026484	0	1	0	0	1	15754	16191	17009	17400	17641	0	8080	8172.5	8439	8650	9228	11444	11568.5	11914	12055.5	12263	9108	9231	9612	9984	10227	1.2463768115940184	-2.743235171	353	2331	7	{"type":"MultiPoint","coordinates":[]}
3_0	0.23291744	0.19110326	0.16387273	0.018662831786234135	0.46070048	0.43520057	0.4181348	0.011184866692915787	-0.11475272	-0.13636573	-0.14932816	0.01077117	7710	7717	7880.5	8021	8093	11940	11030.555555555555	10497.5	436.1255146241835	8504	8622.5	8847.5	9182	9345	76.80005	-0.14032745	-0.15903218	-0.18683606	0.015061231	1	0.3583033	0.3315951	0.30423102	0.015156676885689148	-0.1975079	-0.22035185	-0.23397723	0.012728036128269383	-0.14032745	-0.15903218	-0.18683606	0.015061231	0.43882427	0.39467737	0.35914248	0.022821169029036956	-0.33018494	-0.36646172	-0.39908358	0.018533729336951552	0	1	0	0	1	18115	18402.5	18895	19678	21125	0	8093	8137	8190.5	8534.5	8646	11532	11895.5	12140	12426.5	13174	9235	9322	9470.5	9824.5	10520	-2.826086957	-2.743258601	90	2672	7	{"type":"MultiPoint","coordinates":[]}
4_0	0.22771025	0.18895091	0.036645353	0.048374898	0.45296255	0.42613837	0.35149008	0.025371816693743682	0.007594187	-0.053744987	-0.12575889	0.04092117	7917	8029	8221	8362.5	8641	12318	11113.180555555557	8201.166666666666	964.2754343199821	8834	8889.5	9148	9281	9557	0	-0.032708563	-0.18081273	-0.24245699	0.049196317	1	0.334992	0.21232031	0.092335895	0.071003347	-0.035208315	-0.10826324	-0.19979994	0.052984986	-0.032708563	-0.18081273	-0.24245699	0.049196317	0.4078089	0.29008242	0.0979331	0.078935579	-0.094027884	-0.28293306	-0.37900716	0.067997597	0	1	0	0	1	15104	15812.5	16707	17892	19343	0	8383	8534.5	8900	9599.5	9622	12405	13024.5	13591.5	14059	14345	9525	10167	10634.5	11528.5	11787	-2.550724638	3.690413464	45	2109	5	{"type":"MultiPoint","coordinates":[]}
5_0	0.22828513	0.18845111	0.14954124	0.019487690291087482	0.45956546	0.43603814	0.41408524	0.011203051	-0.11047965	-0.13652699	-0.16513912	0.015318441422817672	7713	7839	7910.5	8141	8224	12505.833333333334	11208.107142857141	10583.5	552.5812969	8687	8877	9074	9179	9780	92.3999	-0.11177995	-0.15032646	-0.1786689	0.016795761789172477	1	0.37667504	0.3320848	0.29794472	0.022547512250439227	-0.19966555	-0.22162084	-0.2559044	0.017258547274764988	-0.11177995	-0.15032646	-0.1786689	0.016795761789172477	0.4547366	0.39337736	0.3390824	0.028437301363695985	-0.31228507	-0.35980195	-0.41271842	0.024762034387643836	0	1	0	0	1	18003	18270	19173	20340	21041	0	8120	8193	8337	8684	8852	11874	11965	12123.5	12668	13298	9357	9403	9571.5	9862	10652	5.173913043478478	-2.566548272	27	2862	12	{"type":"MultiPoint","coordinates":[]}
6_0	0.12341128	0.11781327	0.11115464	0.004015954	0.39722297	0.39282373	0.38557357	0.003223499	-0.064498395	-0.09928549	-0.12488672	0.015233604350892698	7644	7648	7711	7826	7844	10442	9726.121212121214	9385.666666666666	284.5213603572146	8141	8201	8256	8560	8601	77.80005	-0.093197055	-0.10473543	-0.11109898	0.004832658	1	0.2857203	0.2508283	0.21032	0.019683435524879448	-0.14288951	-0.17809515	-0.21264891	0.018046238280250013	-0.093197055	-0.10473543	-0.11109898	0.004832658	0.31853	0.289787	0.2500723	0.017773628	-0.24775258	-0.27764988	-0.2999024	0.014316210289640634	0	1	0	0	1	14337	14353	14779	15270	15272	0	7918	7966	8001	8262	8424	9947	10093	10209	10571	10734	8523	8635	8707	9133	9204	-0.275362319	-1.542484569	117	2441	4	{"type":"MultiPoint","coordinates":[]}
7_0	0.18904442	0.17798506	0.16544136	0.007015996	0.43293285	0.42571494	0.41981956	0.003719064	-0.10016556	-0.11545635	-0.16213422	0.016241568561096043	7646	7717	7992.5	8039.5	8080	10903.166666666666	10565.708333333334	10186.666666666666	199.06328238393877	8368	8476.5	8674.5	8821	8886	124.69995	-0.14128333	-0.15450415	-0.16887252	0.007887677	1	0.3553157	0.29731572	0.27477688	0.021416841611123692	-0.1703741	-0.1908579	-0.25117755	0.02116775	-0.14128333	-0.15450415	-0.16887252	0.007887677	0.40987867	0.35664693	0.33883658	0.020090035	-0.31779516	-0.3354372	-0.38188767	0.018178778644559173	0	1	0	0	1	16768	16909.5	17287	17531.5	18040	0	8023	8064	8219.5	8413	8490	11664	11677.5	11787.5	11961	11997	9229	9275.5	9324.5	9593	9659	4.666666666666515	-3.082017046	100	2811	10	{"type":"MultiPoint","coordinates":[]}
8_0	0.21633969	0.17699385	0.14750163	0.016394429269156303	0.4472387	0.42523953	0.40640128	0.009971664	-0.09973884	-0.1373161	-0.17003718	0.023057827	7747	7833	7916	7999	8039	12262.166666666666	10838.642857142857	10429.166666666666	465.1868495439835	8470	8527	8692.5	8809	9172	217.30005	-0.13624883	-0.1534984	-0.18564443	0.012869143192476142	1	0.38333037	0.32829744	0.2709508	0.034124747	-0.17847167	-0.22229397	-0.26631182	0.028534171899793986	-0.13624883	-0.1534984	-0.18564443	0.012869143192476142	0.45635894	0.38377246	0.3176122	0.036710584122223264	-0.30724925	-0.3631533	-0.4306645	0.032043449	0	1	0	0	1	17040	17454	18594	19753	20014	0	8020	8127	8276.5	8425	8748	11471	11476	11755	11966	12689	9054	9222	9348.5	9499	10259	1.3768115942029908	-1.988221327	0	2359	3	{"type":"MultiPoint","coordinates":[]}
9_0	0.17721266	0.16074908	0.13023302	0.013129639343791334	0.43053052	0.41799653	0.4011964	0.00768258	-0.085223675	-0.09631201	-0.1148913	0.009334045	7661	7827	7918	8034	8118	11835.666666666666	10357.474358974361	9961.166666666666	465.17113313617665	8378	8571	8751	8833	9166	17.899902	-0.110658325	-0.13539216	-0.15219592	0.012277826426946149	1	0.28763983	0.26676077	0.24919659	0.011743729	-0.14790915	-0.1667495	-0.19155785	0.012005150535474175	-0.110658325	-0.13539216	-0.15219592	0.012277826426946149	0.3420997	0.31892237	0.29508263	0.014576756267225498	-0.27684417	-0.29547316	-0.3176658	0.011127354115674873	0	1	0	0	1	15366	15700	16043	16293	16517	0	8012	8083	8235	8349	8809	11097	11243	11404	11686	11758	9021	9112	9167	9462	9582	-0.260869565	-1.788195792	149	2632	11	{"type":"MultiPoint","coordinates":[]}
10_0	0.21125431	0.19737467	0.1774359	0.008735123	0.4463333	0.43798965	0.42638195	0.005407214	-0.093472116	-0.12456795	-0.15025994	0.015490177034664297	7610	7677	7891	7963	7996	11602.333333333334	10913.469696969698	10359.666666666666	328.56618276295393	8492	8554	8878	8977	8994	146.09985	-0.1512894	-0.16612017	-0.17836903	0.008107564	1	0.35080743	0.3190284	0.2723012	0.022650569253164797	-0.16146454	-0.20263106	-0.2369071	0.020490236125336764	-0.1512894	-0.16612017	-0.17836903	0.008107564	0.40862507	0.3845291	0.3442929	0.020454137	-0.32202306	-0.35671037	-0.37573436	0.017417165374868513	0	1	0	0	1	16967	18097	18851	19231	19532	0	8077	8128	8222	8421	8421	11955	12050	12268	12545	12829	9387	9420	9508	9850	9884	-2.666666667	-0.470851333	49	3065	8	{"type":"MultiPoint","coordinates":[]}
11_0	0.2552913	0.21082734	0.18371658	0.017136932496621793	0.4746761	0.44737196	0.4317225	0.010657383834008077	-0.11730786	-0.1500712	-0.1786727	0.017790531114626758	7674	7810.5	8028	8232	8312	12402.5	11546.486111111111	10985	477.15238199178344	8683	8802	9139.5	9363.5	9556	223.6001	-0.15116714	-0.17167245	-0.20093256	0.011969232724754796	1	0.40816447	0.35512808	0.31476557	0.026778016	-0.19247247	-0.23479007	-0.26437998	0.020582478028000836	-0.15116714	-0.17167245	-0.20093256	0.011969232724754796	0.4868143	0.42433456	0.38097805	0.02786999	-0.35307163	-0.390578	-0.44184083	0.023142877	0	1	0	0	1	19217	19975	20440.5	22041	22543	0	8028	8249.5	8297.5	8609.5	8802	12293	12421	12699.5	13456	13903	9511	9582	9791	10161	10558	-3.275362319	-1.983408027	34	2728	10	{"type":"MultiPoint","coordinates":[]}
12_0	0.20059606	0.1843764	0.16239397	0.011717685	0.43972778	0.42978135	0.4162654	0.008132405	-0.070609264	-0.10695098	-0.14441213	0.023258356	7678	7882	7930	7934	8075	11090	10737.722222222223	10425	213.28099763134134	8602	8675	8804	8945	9127	37.30005	-0.14396924	-0.15823926	-0.16890532	0.007954973	1	0.34952357	0.29088518	0.23985384	0.034879085508289054	-0.13090844	-0.18083727	-0.22968906	0.030132244052838493	-0.14396924	-0.15823926	-0.16890532	0.007954973	0.40505695	0.35315296	0.3044269	0.033524550313193485	-0.29050463	-0.32953507	-0.37362137	0.027206617678706198	0	1	0	0	1	15779	16751	17636	18353	19616	0	8085	8306	8348	8454	8789	11688	12072	12197	12328	12488	9198	9455	9662	9759	9986	4.115942028985501	-3.25968292	94	2648	12	{"type":"MultiPoint","coordinates":[]}
13_0	0.1661079	0.14318156	0.10940163	0.014712775330402586	0.42381805	0.4076466	0.3884742	0.008768647	-0.060199928	-0.09823329	-0.13432588	0.024759031	7738	7830	7902	7978	8180	13948.666666666666	10600.948717948719	9880.166666666666	1027.7170957973156	8443	8605	8737	8951	9907	183.30005	-0.09727094	-0.12294411	-0.14331274	0.012277935476705151	1	0.32027382	0.2643505	0.21665081	0.033627886	-0.12387353	-0.17660783	-0.2221936	0.030175470530728582	-0.09727094	-0.12294411	-0.14331274	0.012277935476705151	0.36950874	0.31166467	0.26103616	0.034766122	-0.25196314	-0.2930649	-0.35229573	0.030035302782535855	0	1	0	0	1	14928	15664	15797	16819	17344	0	8071	8234	8391	8481	9667	10585	11108	11275	11562	12042	8827	9134	9401	9530	10410	11.26086956521749	-3.668391342	27	2448	18	{"type":"MultiPoint","coordinates":[]}
14_0	0.22516589	0.16873112	0.1320998	0.020313130826960756	0.4541876	0.42149848	0.40298915	0.011415505333617345	-0.080615275	-0.105687976	-0.12970039	0.014232572	7622	7673.5	7816	7987.5	8003	10691	10369.069444444443	9953.333333333334	224.29460886602507	8356	8433.5	8592.5	8807.5	9066	9.9001465	-0.11012744	-0.14446342	-0.1869683	0.016584667	1	0.32229033	0.28107262	0.23089924	0.024029785008048428	-0.1461888	-0.18021981	-0.2118625	0.020263289336852466	-0.11012744	-0.14446342	-0.1869683	0.016584667	0.41712955	0.33844686	0.29848447	0.029084881	-0.27726403	-0.3163054	-0.38363442	0.025939944022627517	0	1	0	0	1	16004	16067.5	16660.5	16948	17187	0	7990	8017.5	8155.5	8457	8656	11289	11320	11398	11739	11935	9067	9099	9211.5	9521	9676	1.9420289855070223	-1.25930985	111	2780	8	{"type":"MultiPoint","coordinates":[]}
15_0	0.12433489	0.11500495	0.106317885	0.005292555	0.39944145	0.39367545	0.38718137	0.003551911	-0.0947864	-0.11426406	-0.13758454	0.011663560228414796	7639	7657	7706	7806	7934	10276	9736.166666666668	9430.5	254.79210182323294	8169	8186	8268	8579	8795	58	-0.08375873	-0.096254826	-0.104138926	0.005365664	1	0.30798322	0.27205145	0.25511464	0.015834981529508914	-0.18119691	-0.19888239	-0.22778314	0.013930508701538355	-0.08375873	-0.096254826	-0.104138926	0.005365664	0.33942327	0.3068408	0.28462386	0.014182587	-0.2729332	-0.28958544	-0.3169702	0.012434736955316352	0	1	0	0	1	14650	14951	15251	15612	15736	0	7866	7892	7932	8330	8376	9930	9948	10006	10403	10500	8417	8463	8511	9016	9238	-2.043478261	-0.922831113	76	2296	8	{"type":"MultiPoint","coordinates":[]}
16_0	0.19266146	0.16356114	0.06177879	0.031206019762011664	0.44323677	0.41925606	0.3575057	0.019466819861957183	-0.08950687	-0.13158625	-0.172037	0.024311115244827517	7679	7844	7919	8033	8420	13788	10974.17857142857	10344.333333333334	839.7694658718365	8459	8586	8797	8974	9919	71.19995	-0.07123906	-0.13845001	-0.15615907	0.020755639158651727	1	0.3729293	0.315292	0.2654101	0.03340273	-0.15895632	-0.2133961	-0.2644897	0.027968751326103613	-0.07123906	-0.13845001	-0.15615907	0.020755639158651727	0.42908213	0.363725	0.26317737	0.044331277	-0.27199927	-0.34150976	-0.39252782	0.034334076	0	1	0	0	1	16710	17452	18377	19361	20388	0	7981	8119	8255	8591	9497	11455	11557	11819	11931	12571	9171	9258	9311	9630	10592	4.956521739130494	-2.48133905	59	2670	11	{"type":"MultiPoint","coordinates":[]}
17_0	0.18084887	0.15798718	0.13348897	0.016216724	0.4284141	0.41587976	0.40256795	0.009183794	-0.096858434	-0.119069874	-0.15052627	0.014013350097926675	7583	7713	7821	7941	8489	12205.333333333334	10448.692307692309	9559.333333333334	875.4202113	8168	8248	8429	8557	9969	22	-0.11439153	-0.13478996	-0.15706253	0.013592512355048585	1	0.33862144	0.29285634	0.24816531	0.023477780019654775	-0.17299373	-0.19886987	-0.2371288	0.017090604594771467	-0.11439153	-0.13478996	-0.15706253	0.013592512355048585	0.38727355	0.34584412	0.31331226	0.024392418727071707	-0.2933241	-0.32485834	-0.36340514	0.021599007	0	1	0	0	1	15281	15726	16498	18226	19523	0	7825	7913	7990	8166	9501	10615	10637	11078	11407	13670	8660	8680	8973	9076	11157	-5.739130435	-1.565065144	305	2449	11	{"type":"MultiPoint","coordinates":[]}
18_0	0.19371572	0.17227012	0.14546719	0.013699931336004665	0.43788102	0.42304644	0.40485725	0.008803358	-0.0858621	-0.13683505	-0.17571582	0.030160209	7840	7893	7926	7966	8079	11155.833333333334	10970.96153846154	10738.166666666666	145.19487573426088	8655	8719	8792	8983	9174	47.80005	-0.1250482	-0.14840813	-0.16058534	0.010459265063148152	1	0.38049254	0.3256566	0.21869664	0.048473893	-0.16840598	-0.22550763	-0.2702229	0.034567248	-0.1250482	-0.14840813	-0.16058534	0.010459265063148152	0.43610957	0.38242295	0.31512246	0.041544662742492494	-0.3024635	-0.3615305	-0.40945688	0.036641066	0	1	0	0	1	17130	17693	19126	20330	20471	0	8111	8250	8400	8533	8835	11774	11840	11926	12081	12192	9270	9318	9516	9739	10126	5.768115942028999	-3.259690548	122	2239	12	{"type":"MultiPoint","coordinates":[]}
19_0	0.20870568	0.1861367	0.11499069	0.028178574966960863	0.440823	0.4298703	0.38715312	0.016727249	-0.10123956	-0.14002424	-0.1541523	0.015777449	7731	7773	7908.5	8160.5	10303	13352.5	11412.374999999998	10946.833333333334	747.6152816623298	8606	8635.5	8780.5	9046	11447	48.400146	-0.11321997	-0.16233894	-0.18563552	0.020548902	1	0.3592705	0.34223193	0.30596215	0.01531134	-0.1938289	-0.2266003	-0.23935334	0.013964295733681187	-0.11321997	-0.16233894	-0.18563552	0.020548902	0.41788283	0.39563763	0.30208653	0.036240502	-0.30045527	-0.3748918	-0.39655715	0.029324781082787344	0	1	0	0	1	19214	19758	19932	20070.5	21280	0	8165	8186.5	8249.5	8579	11406	12091	12330.5	12363	12566.5	14370	9442	9470	9592	9813.5	11309	-0.289855072	-3.609417153	162	2555	17	{"type":"MultiPoint","coordinates":[]}
20_0	0.14663397	0.13198344	0.10986328	0.011406531156183558	0.41482565	0.4030007	0.3878853	0.007389283	-0.083320275	-0.117388315	-0.16763557	0.022292766592713235	7682	7740	7805	7917	8052	10704.833333333334	10159.416666666666	9678	338.79668258356935	8299	8405	8549.5	8791	9302	140.90015	-0.09591157	-0.10983598	-0.124986924	0.008507544	1	0.36368498	0.28665322	0.24780779	0.031476011	-0.17120402	-0.20415582	-0.2702155	0.026919817686016735	-0.09591157	-0.10983598	-0.124986924	0.008507544	0.39991948	0.32711074	0.278477	0.031487693	-0.2690842	-0.30703002	-0.36812362	0.026026992	0	1	0	0	1	15273	15588	16192	16700.5	17144	0	7958	8026.5	8182.5	8326	9018	10312	10565.5	10762	11029	11352	8647	8796	8951.5	9196.5	9736	-0.130434783	-2.566540861	17	2415	12	{"type":"MultiPoint","coordinates":[]}
21_0	0.28043708	0.20049977	0.17453837	0.026967225317742528	0.48378038	0.43749708	0.42073882	0.015987481	-0.08200793	-0.11410086	-0.17417255	0.023355003502164406	7635	7695	7915	8075.5	8118	12750.666666666666	10953.76388888889	10281.833333333334	666.9675309241669	8327	8410.5	8696.5	8899.5	9493	45.600098	-0.15701692	-0.17531729	-0.2381816	0.020827374379237547	1	0.38363832	0.30104983	0.2594437	0.032430856	-0.15205099	-0.19049744	-0.26155865	0.028218873955672602	-0.15701692	-0.17531729	-0.2381816	0.020827374379237547	0.46448186	0.37610954	0.31814617	0.041676052	-0.30489463	-0.3536928	-0.42820787	0.035306286898029185	0	1	0	0	1	16507	16877	17918.5	19203	21133	0	8025	8078.5	8189.5	8589.5	8824	11770	11923	12274.5	12467.5	13267	9355	9461	9571.5	9825	10588	2.2028985507245125	-1.295061396	34	2631	3	{"type":"MultiPoint","coordinates":[]}
22_0	0.20335986	0.17130162	0.14375405	0.015949489	0.44538677	0.42486906	0.40938306	0.009895686	-0.1176391	-0.14889488	-0.18524003	0.020220318	7614	7704	7864	8018	8168	11458.166666666666	10870.051282051283	10226.5	402.4976635522005	8455	8518	8851	9026	9183	92.8999	-0.11954348	-0.14105994	-0.15942316	0.012930541216424434	1	0.39577118	0.34196302	0.2901742	0.027394285356976772	-0.20392653	-0.23981825	-0.2794706	0.023174793438814335	-0.11954348	-0.14105994	-0.15942316	0.012930541216424434	0.45686537	0.39464256	0.34696358	0.029696307977646903	-0.31912106	-0.36826274	-0.4200098	0.026584079249828932	0	1	0	0	1	17486	18083	18707	19959	20835	0	7939	8150	8256	8501	8587	11085	11421	11649	12131	12375	8975	9195	9413	9487	9786	-1.362318841	-2.075885929	76	2693	11	{"type":"MultiPoint","coordinates":[]}
23_0	0.18479815	0.16019323	0.110179335	0.020103092730314787	0.43881914	0.41966027	0.3905612	0.013178056075085534	-0.09634566	-0.1516381	-0.19760314	0.033403007959385646	7732	7779	7806	7881	7974	11496.666666666666	10804.615384615385	10369.5	343.37999673318814	8593	8614	8812	9019	9183	49.5	-0.09360538	-0.12945525	-0.14265274	0.012255349	1	0.4177311	0.34704548	0.2599302	0.048210428	-0.18769868	-0.24668035	-0.3032006	0.039316086	-0.09360538	-0.12945525	-0.14265274	0.012255349	0.4620914	0.3906969	0.29184255	0.049869033	-0.276447	-0.36415836	-0.4198806	0.042127225	0	1	0	0	1	17156	17738	18967	19750	22028	0	8082	8103	8220	8381	8807	11050	11204	11489	11778	11979	8900	9081	9113	9432	9621	-5.753623188	-2.680070172	330	2310	20	{"type":"MultiPoint","coordinates":[]}
24_0	0.20831706	0.18192963	0.15251337	0.018010274641720787	0.4431315	0.42817366	0.4130805	0.010752079979201194	-0.111454055	-0.14246911	-0.186612	0.017367002723154387	7665	7705	7853	7952	8160	12396.833333333334	10813.869047619048	10079.5	673.4139189712217	8188	8286	8558.5	8746	9320	198	-0.12967816	-0.15699919	-0.17789438	0.013310365443135252	1	0.39682645	0.3343358	0.28841698	0.025870982727183398	-0.19131769	-0.22752906	-0.2788378	0.020543376938119997	-0.12967816	-0.15699919	-0.17789438	0.013310365443135252	0.45484903	0.3928713	0.33827952	0.031229608789891485	-0.32059044	-0.37106833	-0.4267001	0.027020087	0	1	0	0	1	16981	17120	18775	20387	21347	0	7922	7976	8024.5	8268	8672	11010	11219	11807	12132	13003	8857	8949	9216.5	9480	10289	-0.289855072	-2.97527827	15	2460	18	{"type":"MultiPoint","coordinates":[]}
25_0	0.15775459	0.12554607	0.10997362	0.014490939175586495	0.41915816	0.39943153	0.3897753	0.00836732	-0.08322725	-0.09916329	-0.119592994	0.011060051060613538	7531	7608	7722.5	7839	7863	10192	9743.027778	9197	284.19349688695524	8205	8290.5	8385	8666	8689	25.5	-0.09135637	-0.10478464	-0.12521352	0.010814510639725288	1	0.2943968	0.25627655	0.22107196	0.020246116	-0.15074745	-0.17638274	-0.20186518	0.014288156827706509	-0.09135637	-0.10478464	-0.12521352	0.010814510639725288	0.34852105	0.29527035	0.26875088	0.023015875645025073	-0.25109443	-0.27598637	-0.3190152	0.020248624887597915	0	1	0	0	1	14116	14405.5	14870.5	15405	16016	0	7907	7951	8007.5	8276.5	8433	10023	10088.5	10407	10820	10869	8512	8585.5	8779	9059.5	9224	1	-3.668403111	14	2797	18	{"type":"MultiPoint","coordinates":[]}
26_0	0.19557196	0.17663966	0.14648803	0.012043437548255572	0.4371831	0.42598748	0.40742767	0.007833301	-0.09128717	-0.1267858	-0.15324017	0.017227070239267686	7643.5	7777	7845.5	8042	8376	11890.666666666666	10826.216666666667	10122.166666666666	533.1695584478964	8407	8459	8678.5	8948	9627	39.80005	-0.13111089	-0.15052219	-0.16405506	0.009957433	1	0.35248414	0.3144746	0.2709838	0.021690869843229394	-0.1568069	-0.20915693	-0.24009019	0.022576068712715763	-0.13111089	-0.15052219	-0.16405506	0.009957433	0.40542927	0.37192717	0.32217538	0.023994090726540965	-0.30868378	-0.3486793	-0.37706336	0.018565451445340993	0	1	0	0	1	16675.5	17773	17971	19104	20115.5	0	8032	8082	8169	8664	8961	11487.5	11627	11694	11969	13114	9084.5	9147	9279	9569	10627	5.753623188405982	-1.988203564	180	2730	3	{"type":"MultiPoint","coordinates":[]}
27_0	0.20797184	0.17821024	0.15040089	0.015238513	0.4416524	0.42476392	0.40908608	0.008582078	-0.11781317	-0.13382243	-0.15628986	0.011724383300366927	7638	7685	7853	7999	8325	12162	10742.192307692309	10121.666666666666	627.3564665281456	8227	8291	8442	8726	9359	67	-0.13566928	-0.15776329	-0.18138182	0.012802054	1	0.35816246	0.32022902	0.29658732	0.018150825330749888	-0.19214448	-0.21604426	-0.24310777	0.015359103256319713	-0.13566928	-0.15776329	-0.18138182	0.012802054	0.4258607	0.37949678	0.34493622	0.022407341239192666	-0.33161792	-0.3613965	-0.40297028	0.019605043496266548	0	1	0	0	1	16907	17078	17913	19250	20485	0	7928	7988	8034	8371	8869	11136	11252	11518	12183	13137	8982	9096	9265	9641	10363	-3.347826087	-2.569811564	340	2518	18	{"type":"MultiPoint","coordinates":[]}
28_0	0.23176767	0.19862854	0.16371118	0.020107952260298788	0.459958	0.44008034	0.41933948	0.011997469355428331	-0.11807369	-0.14055872	-0.17368962	0.014363269044471336	7646	7793.5	7933.5	8043	8164	12301.833333333334	11187.125	10426	489.56822021590426	8603	8753	8945	9138.5	9330	261.69995	-0.13855739	-0.16317804	-0.1882033	0.014820603010450729	1	0.3898601	0.34033656	0.31292942	0.022487381574420505	-0.20068546	-0.2242768	-0.2646233	0.016895734587641303	-0.13855739	-0.16317804	-0.1882033	0.014820603010450729	0.45572636	0.40465835	0.3706709	0.026322378267277114	-0.33942226	-0.37365904	-0.41553208	0.02188128	0	1	0	0	1	18696	18808	19018.5	20982.5	21882	0	8059	8219	8249	8457	8686	11878	11959	12328	12834.5	13191	9294	9408.5	9601	9817	9900	0.3768115942029908	-1.110022674	8	2930	14	{"type":"MultiPoint","coordinates":[]}
29_0	0.17948215	0.1479588	0.13010219	0.011228207	0.4275744	0.41006792	0.39938128	0.006569301	-0.10850623	-0.12224172	-0.13981397	0.00990083	7630	7707	7897	7954	8070	10977	10205.138888888889	9741.833333333334	393.0165498902582	8205	8276.5	8409	8654	8838	390.5	-0.11517309	-0.12736915	-0.15279908	0.008856342	1	0.32447726	0.29394785	0.2729878	0.014646706381105478	-0.18444309	-0.20378105	-0.22086167	0.01189782	-0.11517309	-0.12736915	-0.15279908	0.008856342	0.38507903	0.3413593	0.3178978	0.018201357	-0.30538362	-0.3227237	-0.36146232	0.015290113942712178	0	1	0	0	1	15547	15859.5	16547	17001	18153	0	7945	7964.5	8052.5	8334.5	8366	10550	10667.5	10898	11147.5	11758	8737	8770	8940.5	9285.5	9611	-1.449275362	-3.259714414	32	2563	12	{"type":"MultiPoint","coordinates":[]}
