system:index	BCI_max	BCI_mean	BCI_min	BCI_stdDev	BLFEI_max	BLFEI_mean	BLFEI_min	BLFEI_stdDev	BSI_max	BSI_mean	BSI_min	BSI_stdDev	Blue_p10	Blue_p25	Blue_p50	Blue_p75	Blue_p90	Brightness_max	Brightness_mean	Brightness_min	Brightness_stdDev	Green_p10	Green_p25	Green_p50	Green_p75	Green_p90	HAND	MNDWI_max	MNDWI_mean	MNDWI_min	MNDWI_stdDev	Map	NBR_max	NBR_mean	NBR_min	NBR_stdDev	NDBI_max	NDBI_mean	NDBI_min	NDBI_stdDev	NDSI_max	NDSI_mean	NDSI_min	NDSI_stdDev	NDVI_max	NDVI_mean	NDVI_min	NDVI_stdDev	NDWI_max	NDWI_mean	NDWI_min	NDWI_stdDev	NIR_contrast	NIR_corr	NIR_diss	NIR_ent	NIR_idm	NIR_p10	NIR_p25	NIR_p50	NIR_p75	NIR_p90	NIR_var	Red_p10	Red_p25	Red_p50	Red_p75	Red_p90	SWIR1_p10	SWIR1_p25	SWIR1_p50	SWIR1_p75	SWIR1_p90	SWIR2_p10	SWIR2_p25	SWIR2_p50	SWIR2_p75	SWIR2_p90	TPI	TWI	aspect	elevation	slope	.geo
1202_0	0.22901696	0.19831488	0.1376508	0.025439841902083093	0.45183212	0.42165378	0.38204303	0.018181475834135926	0.11031983	0.012328303	-0.16967039	0.096084072	7878	8327	8651	8773	8968	13367.5	11901.477777777776	10955.666666666666	595.3825781134424	8883	9295	9461	9985	10016	19.5	-0.16158566	-0.21645768	-0.2627732	0.033718681	3	0.3839911	0.10450999	-0.08040127	0.15577701720766007	0.11956215	-0.02095003	-0.26422146	0.12966872568141222	-0.16158566	-0.21645768	-0.2627732	0.033718681	0.45149326	0.21501155	0.08518864	0.12755642338342077	-0.12789248	-0.23465402	-0.42143494	0.10109219082356803	0	1	0	0	1	12272	12644	15510	17962	21146	0	8411	9367	10311	10729	10757	12582	13579	15067	15853	17103	9577	11375	12847	14118	14547	0.10144927536225623	-0.049973992	153	1886	2	{"type":"MultiPoint","coordinates":[]}
1203_0	0.22782639	0.2025415	0.17562404	0.016488719605548593	0.45352373	0.4239866	0.38949624	0.015583725446373578	0.106644765	-0.020545617	-0.15748487	0.089680591	7882	8065	8580	9123	9297	14475.5	12578.254901960785	11007.666666666666	1118.506307475107	8879	9445	9660	10461	10823	21.800049	-0.15471046	-0.22071125	-0.3032215	0.048796725	3	0.36603594	0.18434353	-0.01614684	0.12471599677598709	0.07226421	-0.07982956	-0.25154063	0.11200940618167912	-0.15471046	-0.22071125	-0.3032215	0.048796725	0.43310398	0.2757431	0.12396043	0.1016498179438902	-0.20305447	-0.29560348	-0.40215054	0.062008655948349464	0	1	0	0	1	15745	16985	17737	20106	22494	0	8436	9002	10541	11602	12431	12340	14024	15695	17883	19519	9617	10733	12126	14726	15699	1.5652173913042589	-0.560826483	207	1892	2	{"type":"MultiPoint","coordinates":[]}
1204_0	0.2594019	0.20111397	0.12890188	0.030937389	0.47539175	0.4265513	0.3811473	0.024836574	0.082139246	-0.007526485	-0.21063234	0.10290884495514012	7694	8254	8753.5	8800	9063	13657.5	12116	10831.666666666666	768.8671655454882	9050	9480	9701.5	10050	10313	0	-0.16135882	-0.2085251	-0.23807329	0.023880471162083257	3	0.43606254	0.135856	-0.023351854	0.16320425719958506	0.07492621	-0.04923051	-0.31350806	0.14216255707743594	-0.16135882	-0.2085251	-0.23807329	0.023880471162083257	0.50147074	0.2427346	0.09775106	0.14931450767897206	-0.13047466	-0.25240657	-0.46460792	0.12108203256584131	0	1	0	0	1	12456	12995	16065	23026	24757	0	8342	9227	10183.5	10528	10671	12939	14071	14914	16116	16742	9722	11505	12935.5	13629	13908	-0.797101449	3.081412780336399	45	1875	1	{"type":"MultiPoint","coordinates":[]}
1205_0	0.24013062	0.15812324	0.07726485	0.052715116	0.44019124	0.39535734	0.34904715	0.033477178	0.083049096	0.018786384	-0.17015927	0.072827785	8170	8273	8410	8788	8831	12856	11470.930555555557	10398.833333333334	836.4786598701513	8842	8948.5	9469.5	9682	9746	24.900146	-0.12667286	-0.19270489	-0.27902102	0.046074883248485965	3	0.38215652	0.08960068	-0.021041354	0.12303569680225668	0.060866296	-0.021768697	-0.26162222	0.095856151	-0.12667286	-0.19270489	-0.27902102	0.046074883248485965	0.43883094	0.17728482	0.060341626	0.11479943997266603	-0.12537801	-0.21266744	-0.41032088	0.087273505	0	1	0	0	1	11422	11895.5	14468.5	17152.5	17919	0	9649	9779	10209	10423.5	10471	12337	12453	13055	15541	16924	10736	11390.5	11828	13129.5	13740	-1.623188406	-1.907222431	108	2103	6	{"type":"MultiPoint","coordinates":[]}
1206_0	0.21368755	0.16332692	0.04752658	0.051051075	0.43882754	0.40088388	0.33496034	0.029810941746197778	0.092942916	0.002491072	-0.1943654	0.083609421	7924	8120	8413.5	9007	9105	13359.5	11807.635416666668	9790	1077.965773618465	8903	9113.5	9705	10144	10352	81.50012	-0.09577493	-0.19037446	-0.27186078	0.055552136419967466	3	0.40867496	0.1324348	0.018644013	0.12158579418379235	0.06838266	-0.049063545	-0.3008145	0.10752437460004924	-0.09577493	-0.19037446	-0.27186078	0.055552136419967466	0.44377857	0.20887055	0.05514086	0.10917171375904523	-0.10333367	-0.23693395	-0.41583106	0.081593518	0	1	0	0	1	12396	14578	15732.5	16793	21199	0	8309	9698.5	10364.5	11143	11480	11460	12249.5	13638.5	16805.5	17589	9356	10487.5	11578	14008	14652	-2.304347826	-0.889621898	56	2064	3	{"type":"MultiPoint","coordinates":[]}
1207_0	0.20789737	0.18770358	0.13813125	0.018086027019940554	0.4445047	0.422141	0.38923752	0.013927119754317442	0.052925278	-0.023647107	-0.17011058	0.081037254	7978	8248	8576	8738	8819	12253.833333333334	11628.62222222222	11267	304.68088628787945	9357	9389	9534	9755	9843	4.199951	-0.15470524	-0.18832678	-0.22949918	0.023275786386984992	3	0.38368878	0.15421602	0.013773673	0.13222995692755563	0.04641319	-0.06837563	-0.26354703	0.11194196364571889	-0.15470524	-0.18832678	-0.22949918	0.023275786386984992	0.44176206	0.2503612	0.13179852	0.1082558013374716	-0.15208112	-0.25232074	-0.41201958	0.08867807	0	1	0	0	1	13716	14035	15129	21021	21469	0	8706	9101	9862	9946	10287	13035	13528	14156	14540	14764	9867	10782	12108	12602	12840	2.7536231884057543	1.806300982172544	27	1899	2	{"type":"MultiPoint","coordinates":[]}
1208_0	0.16929269	0.14214912	0.08116939	0.024511586	0.42399332	0.38911176	0.3477584	0.021796898	0.08511835	9.322805E-4	-0.110375576	0.060948607	8049	8268.5	8471	8660.5	8768	12158.5	11373.479166666666	10463.5	425.8977441298197	9194	9360	9495	9599	9730	43.599976	-0.1239726	-0.17091767	-0.20507275	0.026394507	3	0.28933167	0.12132265	-0.028360901	0.10153689914266623	0.05758422	-0.05400253	-0.19586979	0.079817481	-0.1239726	-0.17091767	-0.20507275	0.026394507	0.34771803	0.19332175	0.07416392	0.092802843	-0.131979	-0.22246611	-0.32418767	0.061323116	0	1	0	0	1	12659	12998	15400	16209	17151	0	9198	9666	10082.5	10801	10968	12357	12616.5	13709.5	14187	14346	10159	11027.5	11798.5	12634.5	13398	-2.536231884	-0.601939934	108	1914	3	{"type":"MultiPoint","coordinates":[]}
1209_0	0.20515394	0.17958064	0.098617345	0.027649651944283204	0.44149327	0.41277602	0.36375389	0.022024046	0.075219214	-0.018360298	-0.21258262	0.088054346	8020	8197	8426.5	8678	8710	12361.666666666666	11704.523809523811	10316	547.5867687173915	9102	9117	9532.5	9731	9772	10.200073	-0.13725118	-0.19520114	-0.23591092	0.028335176071243477	3	0.43941972	0.15362474	-0.01430906	0.13967401627840764	0.05791103	-0.06986463	-0.31927118	0.1142795836165111	-0.13725118	-0.19520114	-0.23591092	0.028335176071243477	0.485628	0.24334174	0.09459646	0.12120670220908354	-0.13326667	-0.26021117	-0.45177025	0.093533758	0	1	0	0	1	12365	13816	15948.5	16987	22228	0	8631	9024	9895.5	10638	10710	12441	13078	14409.5	15123	15668	9864	10854	11994	13245	13556	-1.144927536	-0.378755822	162	1926	3	{"type":"MultiPoint","coordinates":[]}
1210_0	0.19776782	0.1546755	0.08638095	0.035691489234308045	0.44025323	0.40219	0.3583707	0.023397627	0.03548062	-0.027827857	-0.17649567	0.061057485	7909	8031	8256	8503	8510	11905.333333333334	11045.677777777779	9407	732.7125869	8758	8902	9371	9595	9619	46.400024	-0.08720235	-0.16497886	-0.20957245	0.034625523	3	0.39999375	0.16931942	0.05623639	0.095107515	0.002982668	-0.085150145	-0.2777778	0.079410056	-0.08720235	-0.16497886	-0.20957245	0.034625523	0.44627005	0.23518036	0.12015042	0.091816529	-0.15680796	-0.24618727	-0.40853217	0.068986341	0	1	0	0	1	12355	13176	15206	16943	19260	0	8358	9351	9593	9911	10049	11407	12193	12662	14172	14537	9424	10210	11051	11804	12015	-0.710144928	-2.566586196	287	1994	12	{"type":"MultiPoint","coordinates":[]}
1211_0	0.2249018	0.17890687	0.12288893	0.027528135770801876	0.45958856	0.41532108	0.3721671	0.024457079	0.070715524	-0.027744336	-0.21005912	0.083732772	8096	8343	8607.5	8761	8985	12829.5	11953.666666666666	11053.5	450.5331332617908	9460	9548	9710	9977.5	10020	88.8999	-0.14967272	-0.1859388	-0.22068831	0.022114278751758476	3	0.43945193	0.17264633	0.03165616	0.12719368157217034	0.040058315	-0.08332271	-0.3149273	0.10565239059263143	-0.14967272	-0.1859388	-0.22068831	0.022114278751758476	0.49699143	0.25532603	0.12598139	0.1162197449991103	-0.17456587	-0.26408592	-0.4529344	0.08577223	0	1	0	0	1	14397	14652	15938	18653	25004	0	8553	9350.5	9897.5	10592.5	11235	13085	13361.5	14471.5	14959	15392	9871	11087	11865	12949	13597	-2.608695652	-3.174544642	355	2167	11	{"type":"MultiPoint","coordinates":[]}
1212_0	0.20099296	0.15332198	0.078398444	0.034652424	0.4365332	0.3975146	0.34835324	0.025131644	0.07084282	0.005295142	-0.07815455	0.049724049	8038	8236	8382.5	8521.5	8576	12736.166666666666	11410.927083333332	10600.833333333334	552.1316330090867	9345	9392	9499	9659	10146	63.5	-0.1198161	-0.17451233	-0.23728622	0.030505637934612622	3	0.25150266	0.12455403	-8.02E-05	0.085280078	0.042684525	-0.04668159	-0.16210334	0.066949238	-0.1198161	-0.17451233	-0.23728622	0.030505637934612622	0.32422385	0.19754526	0.075270675	0.085148919	-0.1300232	-0.2190682	-0.30380562	0.057204782	0	1	0	0	1	12363	12641.5	15837.5	16514	16847	0	9086	9629.5	9995	10477.5	10719	12201	12918.5	13598.5	14275	14886	10089	11163.5	11754.5	12347	12517	-1.739130435	-2.434289941	127	1933	5	{"type":"MultiPoint","coordinates":[]}
1213_0	0.22733852	0.21316195	0.16035864	0.016968206	0.44688776	0.43104815	0.39526245	0.012102334992208589	0.095191255	0.021953363	-0.10935729	0.058605172	8722	8772	8866	9078	9214	13594.333333333334	12357.115384615387	11542.333333333334	516.8539833503667	9634	9784	9884	10093	10168	11.199951	-0.16210619	-0.22625574	-0.27025816	0.028979185161610244	3	0.30077505	0.08698262	-0.02501992	0.092486046	0.09287705	-0.004639017	-0.18608813	0.07847927	-0.16210619	-0.22625574	-0.27025816	0.028979185161610244	0.3708803	0.21641956	0.10895924	0.074619716	-0.14716259	-0.23031309	-0.33799827	0.052419564356713806	0	1	0	0	1	14652	15230	15661	16098	19217	0	9206	9875	10211	10582	11075	14448	15154	15686	16273	17342	11421	12873	13449	13716	14909	0.26086956521749016	-0.601924786	270	1876	3	{"type":"MultiPoint","coordinates":[]}
1214_0	0.21056953	0.16338012	0.08750112	0.044328807	0.44445553	0.40220207	0.35425037	0.03150135	0.068082064	-0.011274157	-0.20455623	0.094928383	7918	8157	8297	8676	8775	12628.5	11389.923076923076	10302	768.9857611948603	8813	8872	9168	9638	9970	27.5	-0.13656056	-0.1855673	-0.23858255	0.032870544858098726	3	0.43135667	0.13608368	-0.025415614	0.152327475	0.042424243	-0.059628684	-0.30718237	0.12306148605967428	-0.13656056	-0.1855673	-0.23858255	0.032870544858098726	0.4820336	0.2171131	0.0642219	0.13963008771142438	-0.115850314	-0.24067704	-0.4506323	0.10963406462353528	0	1	0	0	1	11376	12215	15101	16507	21916	0	8339	9600	10068	10307	10576	12068	12171	13068	15271	16210	9479	11139	11781	12440	13076	-1.304347826	-0.068466208	0	2012	1	{"type":"MultiPoint","coordinates":[]}
1215_0	0.2736473	0.23721549	0.17795187	0.029187458949559687	0.46620372	0.4424078	0.40095657	0.016491068642753202	0.11095195	0.022019198	-0.07799299	0.052789310777585335	8499	8685	8941.5	9186	9685	15736.5	13514.722222222219	12239.5	894.0740088680502	9944	10196	10389.5	10882	11720	90	-0.17473507	-0.2546965	-0.3073022	0.038670682	3	0.27289423	0.13393849	0.003416301	0.077312748	0.09298564	-0.020018851	-0.14099152	0.068860688	-0.17473507	-0.2546965	-0.3073022	0.038670682	0.38028544	0.25523978	0.16078037	0.061863095578184826	-0.21110629	-0.27331996	-0.36448047	0.040199736	0	1	0	0	1	16706	17935	18255.5	19258	20794	0	9532	10237	10951.5	11631	12503	15655	16238	17546.5	19255	20733	12225	12523	14056	15603	16863	-0.5625	-0.042342969	108	1802	3	{"type":"MultiPoint","coordinates":[]}
1216_0	0.22077125	0.16534932	0.098968215	0.033692259	0.44944713	0.4081055	0.3692836	0.025119859	0.051814616	-0.012818806	-0.15968035	0.056487841071288125	7860	8138	8359	8395	8668	14887.833333333334	11484.794117647058	10461	992.2789435083935	9148	9263	9451	9620	10129	5.300049	-0.123610385	-0.17360654	-0.2319533	0.023326629	3	0.37250316	0.15103287	0.058780987	0.09141716	0.022769414	-0.067731924	-0.25439325	0.074887555	-0.123610385	-0.17360654	-0.2319533	0.023326629	0.43009916	0.22883362	0.13400465	0.091611819	-0.17292029	-0.23791644	-0.3913931	0.06570601	0	1	0	0	1	13176	13461	14839	17179	21129	0	9020	9396	9890	10145	10394	12297	12935	13615	13854	16247	10544	10950	11385	11931	13089	-2.985507246	-0.378805515	108	1853	3	{"type":"MultiPoint","coordinates":[]}
1217_0	0.22355002	0.17189126	0.05629821	0.044258233	0.44013694	0.40609917	0.33716977	0.027685006947235646	0.10493859	0.004285564	-0.21386075	0.086862745	7710	8082	8510	9084	9343	14179.833333333334	12213.029411764704	9855.166666666666	1235.6649399842315	8844	9301	9922	10607	10852	69.400024	-0.10950949	-0.19628765	-0.27650923	0.05141216	3	0.44135618	0.13397723	0.005267164	0.1250010068201329	0.07398474	-0.051421765	-0.32205158	0.10855793361825058	-0.10950949	-0.19628765	-0.27650923	0.05141216	0.48521698	0.219419	0.052985866	0.10964236527713503	-0.10639588	-0.24499038	-0.45056668	0.078888708	0	1	0	0	1	12538	15374	16509	17860	19600	0	8340	9848	10807	11078	12387	11023	13026	13980	17254	18590	9326	10728	12633	14382	15623	0.8985507246375164	-0.473949043	90	2070	1	{"type":"MultiPoint","coordinates":[]}
1218_0	0.24609134	0.21147314	0.1506201	0.024838725556590033	0.46997455	0.4269378	0.39636883	0.018683987	0.09342716	-0.003179902	-0.21223095	0.10975724745702833	7984	8296	8706.5	9481	9613	14873	12857.119047619048	11280.166666666666	1115.3174888376195	9157	9543	9678.5	10952	10994	163.1001	-0.15319747	-0.23469478	-0.29257485	0.046776964	3	0.4409354	0.14980762	0.011975459	0.15624249105158391	0.07544738	-0.050335553	-0.3147483	0.13894423009174464	-0.15319747	-0.23469478	-0.29257485	0.046776964	0.5021437	0.25518247	0.13903944	0.12763313798917966	-0.19052677	-0.2809427	-0.4583758	0.092023638	0	1	0	0	1	15131	15422	17416.5	18042	24524	0	8369	9688	10473	12193	12281	13001	14031	16147	18999	19599	9640	10860	13425.5	15817	16117	-0.695652174	-2.434256593	90	2236	5	{"type":"MultiPoint","coordinates":[]}
1219_0	0.25619712	0.18940109	0.12416878	0.038295256	0.46180952	0.4165285	0.37179857	0.029161609	0.09671184	-0.001445013	-0.19328563	0.10480759644660176	8085	8315	8661	8896	9202	13900.333333333334	12366.388888888885	11324.166666666666	855.9421832038453	9275	9399	9781	10371	10434	4	-0.14384635	-0.20895499	-0.2839685	0.041035043245646725	3	0.4162848	0.12837586	-0.03880338	0.16596101709758349	0.079637446	-0.04708104	-0.29575744	0.1378817920006304	-0.14384635	-0.20895499	-0.2839685	0.041035043245646725	0.46759635	0.23017837	0.087465964	0.14517306226641527	-0.14103389	-0.2519672	-0.43113863	0.10724791486563194	0	1	0	0	1	12452	13179	17096	21396	23972	0	8819	9182	10866	11140	11342	13580	13947	14955	15693	18597	10076	11188	13347	13865	15159	0.24637681159424574	-1.167086743	135	1934	1	{"type":"MultiPoint","coordinates":[]}
1220_0	0.23730761	0.16943744	0.073637314	0.049162894	0.46203455	0.40101543	0.34362814	0.037450799	0.09394311	0.0103547	-0.1934109	0.092773907	7955	8297	8446	8776	9125	14673.833333333334	12076.79166666667	10632.666666666666	1035.864518335858	9092	9178	9482	10156	10453	9.099976	-0.13234143	-0.2034661	-0.2712778	0.032731996208349975	3	0.4179175	0.11457898	-0.04356413	0.14917823991503065	0.0647281	-0.04124838	-0.2828993	0.11514899856667618	-0.13234143	-0.2034661	-0.2712778	0.032731996208349975	0.4874803	0.20502119	0.059430387	0.1438101463899591	-0.12292792	-0.24066485	-0.45197552	0.10454121992307093	0	1	0	0	1	12058	12493	15642.5	19683.5	22147	0	8300	9970	10636	11184.5	11878	13020	13365.5	14243	16067.5	17650	9889	11540.5	12715	13853	15630	-0.739130435	-1.295089621	124	1850	3	{"type":"MultiPoint","coordinates":[]}
1221_0	0.24280196	0.19379838	0.11814658	0.033378284	0.46831855	0.4235077	0.37586686	0.023452532465525255	0.06475837	-0.042843886	-0.19417147	0.088295995	8079	8281	8549	8841	8901	13011.666666666666	11998.755555555554	9438.833333333334	862.2757397480599	9249	9346	9561	10005	10068	9.300049	-0.088746876	-0.19987878	-0.26346976	0.044039513624096006	3	0.41503945	0.20219359	0.040783297	0.1277963643485394	0.032491405	-0.10239235	-0.28730863	0.11135053670035666	-0.088746876	-0.19987878	-0.26346976	0.044039513624096006	0.48028317	0.28753656	0.1190673	0.11422240317233089	-0.15127103	-0.29559305	-0.43667203	0.08359468	0	1	0	0	1	14697	15737	16986	20378	23588	0	8343	8626	10071	10774	11008	12838	13280	14321	16427	16496	9751	10281	11854	13168	13449	-7.014492754	-1.259316999	117	2078	8	{"type":"MultiPoint","coordinates":[]}
1222_0	0.20458534	0.16451354	0.08782818	0.034516576	0.41793537	0.39577043	0.3476039	0.021294374679871983	0.09018165	0.03211664	-0.07196545	0.045109436546608435	8413	8618	8938	9022	9123	13645.833333333334	12474.589743589742	11319.666666666666	739.4964289581355	9465	9962	10185	10314	10504	100.79993	-0.15468296	-0.20726892	-0.2652747	0.038942424	3	0.23834981	0.098568216	0.026544753	0.064348607	0.054383308	-0.018214323	-0.14615886	0.058829284	-0.15468296	-0.20726892	-0.2652747	0.038942424	0.31194574	0.18172802	0.08012847	0.061748808559658475	-0.14710513	-0.22472417	-0.30494404	0.038902769	0	1	0	0	1	14273	15811	16223	16785	17605	0	10044	11028	11253	11535	11732	13321	13932	16293	16732	17135	11325	12383	13557	13951	14460	-0.347826087	-2.23565518	76	1986	4	{"type":"MultiPoint","coordinates":[]}
1223_0	0.23078722	0.2112248	0.15028231	0.018652474816591207	0.4511933	0.43380436	0.38954577	0.014518505882318206	0.07563867	-0.02097419	-0.13285169	0.073049564	8054	8429	8664.5	8811	8874	12487.333333333334	12019.843750000002	11343.833333333334	388.6436504617323	9290	9409	9723.5	9817	9973	5.4000244	-0.16375645	-0.21303658	-0.2564433	0.031494778796193536	3	0.34283724	0.16920629	0.011315116	0.1124180497330557	0.0682228	-0.06549117	-0.21765272	0.097606378	-0.16375645	-0.21303658	-0.2564433	0.031494778796193536	0.40419483	0.27111575	0.11803824	0.092944614	-0.15758671	-0.27426904	-0.37368298	0.066963128	0	1	0	0	1	14211	15492.5	16819.5	19286	20404	0	8593	8976	9821	10426	10610	13012	13927	15207	16009.5	16292	9944	10788.5	12450	13052.5	13893	-0.130434783	-1.167082493	0	1871	1	{"type":"MultiPoint","coordinates":[]}
1224_0	0.25295302	0.22312988	0.15663074	0.023758636	0.45674548	0.43185678	0.38639963	0.015046310454311682	0.11988852	0.02898978	-0.123360805	0.072177405	8275	8864	9258	9532	9792	15837.666666666666	13733.491228070174	11865.666666666666	1069.3919604746332	9477	10258	10838	11234	11428	28.900024	-0.1750126	-0.250084	-0.3057933	0.041066894	3	0.33010674	0.11968538	-0.014168841	0.10187750829475395	0.09781324	-0.013884812	-0.20851535	0.092158369	-0.1750126	-0.250084	-0.3057933	0.041066894	0.3993593	0.23484862	0.13307106	0.082364984	-0.19088082	-0.26292893	-0.37538114	0.054042733	0	1	0	0	1	16629	17523	18318	19320	20545	0	9277	10214	11837	12449	12948	13985	16400	18589	19849	21131	11106	13456	14298	16189	17302	-0.536231884	-1.741143196	191	1827	5	{"type":"MultiPoint","coordinates":[]}
1225_0	0.20158713	0.14073204	0.06644089	0.041849817	0.4380998	0.3870953	0.34057286	0.030081242831375882	0.07616179	0.007430215	-0.13327157	0.059669837	8130	8263.5	8570.5	8760.5	8929	13788.833333333334	11597.416666666664	10490.833333333334	832.0473848853067	9148	9359.5	9488.5	9858.5	10211	38.099976	-0.12383188	-0.17310463	-0.23121518	0.032706242	3	0.3355359	0.11876669	0.003840931	0.10055835486198542	0.038820162	-0.047652774	-0.22027878	0.076963816	-0.12383188	-0.17310463	-0.23121518	0.032706242	0.40111458	0.18562983	0.07581383	0.098372426	-0.13382173	-0.2184027	-0.37458327	0.06763091	0	1	0	0	1	12459	12907.5	15121.5	16543.5	20616	0	8927	9864.5	10685	10807	11028	11975	12729	13572.5	14827.5	15733	10477	11077	12134.5	12748	13182	2.376811594202991	-1.644657173	157	2002	7	{"type":"MultiPoint","coordinates":[]}
1226_0	0.2320544	0.18505818	0.12872472	0.026009656904926147	0.4581397	0.41806224	0.38174978	0.019827614805656608	0.09150214	0.023267874	-0.120618686	0.079335968	7975	8197.5	8690	8781	8987	13137.666666666666	11671.65625	10811.5	601.9567383309551	9334	9434.5	9553.5	9916	11140	0	-0.13633369	-0.19359681	-0.23290402	0.029086821	3	0.3305621	0.085973606	-0.05020416	0.14701217822221932	0.10118238	-0.004453452	-0.20534141	0.1180430130334456	-0.13633369	-0.19359681	-0.23290402	0.029086821	0.40358105	0.1864944	0.08061233	0.12090393446899238	-0.11541002	-0.19643027	-0.35932824	0.093270936	0	1	0	0	1	11855	12068	12663.5	18343.5	19497	0	8903	9495.5	10188.5	10303	10857	12854	14166.5	14580	14945.5	16028	9869	11478.5	12815	13168.5	13503	-0.565217391	2.186158234079221	180	1878	3	{"type":"MultiPoint","coordinates":[]}
1227_0	0.18438083	0.15236244	0.10917707	0.020380557787220647	0.42087895	0.40101457	0.37699172	0.013696838322832326	0.015295816	-0.018934915	-0.055188976	0.022251452	8184	8214	8282	8365	8404	11868.833333333334	11090.422222222222	10593.833333333334	334.8462326295509	9109	9179	9361	9469	9708	0	-0.12668364	-0.16246304	-0.18371245	0.014211817582170314	3	0.20450826	0.15326916	0.08635952	0.037191345	-0.028686387	-0.07578563	-0.121527664	0.029998399280822177	-0.12668364	-0.16246304	-0.18371245	0.014211817582170314	0.28059152	0.22526166	0.1664788	0.041643878106765383	-0.19152506	-0.23521608	-0.27995405	0.030637933392402422	0	1	0	0	1	13497	14095	15021	16191	16856	0	9137	9311	9613	9775	9948	12287	12716	13036	13465	13634	10693	10858	11219	11382	11611	-1.376811594	3.072593781564579	0	1838	4	{"type":"MultiPoint","coordinates":[]}
1228_0	0.23749234	0.1878636	0.13954026	0.030611855808296878	0.45999885	0.42140442	0.39164558	0.022627558567609084	0.05695831	-0.017620394	-0.18242262	0.067818705	8187	8361	8484	8779	8822	12629.166666666666	11554.214285714286	10103.333333333334	826.1385155885062	8998	9118	9396.5	9840	10089	0	-0.14590575	-0.19069986	-0.23584108	0.024716443514363712	3	0.4026524	0.14160031	0.002065117	0.11995963263577859	0.04810312	-0.058370538	-0.27654225	0.092847217	-0.14590575	-0.19069986	-0.23584108	0.024716443514363712	0.4600243	0.2410147	0.09818455	0.10946641399014628	-0.11788638	-0.24503523	-0.4142008	0.087729105	0	1	0	0	1	11705	13034	15803	18677	20746	0	8904	9005	9446.5	10008	10325	12319	12947	13950	15150	15479	10548	11081	11696	12695	12854	-2.695652174	1.560809835639172	82	2201	7	{"type":"MultiPoint","coordinates":[]}
1229_0	0.24593997	0.21286736	0.14632416	0.024259819219833657	0.45456246	0.42515406	0.38128424	0.015608607525512177	0.119739674	0.037104413	-0.13185535	0.07823045	8436	8961	9411	9498	9678	14748.5	13548.647058823532	11135.833333333334	985.8279521546758	9339	10458	10781	11012	11489	13.700073	-0.14944218	-0.24370602	-0.29203483	0.041930007	3	0.33245558	0.09085835	-0.043023296	0.11831028663183529	0.106608175	-5.42E-04	-0.20524018	0.10234382136179725	-0.14944218	-0.24370602	-0.29203483	0.041930007	0.4163751	0.211582	0.104461536	0.093055596	-0.15715668	-0.24383779	-0.38942826	0.063443215	0	1	0	0	1	15053	16268	17232	18451	21252	0	8757	10716	11894	12121	12855	14014	16518	18632	19197	20056	10647	13667	15614	16345	16716	-0.275362319	-1.356985381	337	1816	7	{"type":"MultiPoint","coordinates":[]}
1230_0	0.22865774	0.18323334	0.100424215	0.029273739	0.43518037	0.40711805	0.35604998	0.021499269552304377	0.101868	0.001612952	-0.10863061	0.060206956	7975	8434	8623.5	8828	8980	13192.833333333334	12421.064814814816	11271.833333333334	649.6576689675609	9186	9561	9805	10071	10146	56.299927	-0.15829019	-0.22107412	-0.26847583	0.036295951	3	0.30873948	0.14260986	-0.01923274	0.092979793	0.06387558	-0.05787696	-0.19821134	0.075424746	-0.15829019	-0.22107412	-0.26847583	0.036295951	0.36415625	0.23738989	0.09798072	0.083290708	-0.16222614	-0.27526316	-0.34565657	0.053781683241628506	0	1	0	0	1	14355	16554	17764.5	18627	19033	0	8993	9931	10927	11410	11589	12862	14233	15538.5	16875	17061	10313	12041	13499.5	14151	14508	1.4347826086957411	-2.235658013	346	1870	4	{"type":"MultiPoint","coordinates":[]}
1231_0	0.22576183	0.19972253	0.13494062	0.027376629942566788	0.45615813	0.43177792	0.38648036	0.018684571766452676	0.068577744	-0.026051674	-0.13370828	0.069537808	8042	8227	8400	8469	8593	13265.666666666666	11542.455555555556	10243	685.5265655674825	9115	9180	9434	9762	9903	4	-0.09691719	-0.19033329	-0.2514709	0.037466424	3	0.34770262	0.17559318	-0.011963864	0.1125098164954833	0.06447879	-0.070657164	-0.21715818	0.096645991	-0.09691719	-0.19033329	-0.2514709	0.037466424	0.41322958	0.2647787	0.093215145	0.097117423	-0.1196639	-0.257162	-0.36648563	0.069577957	0	1	0	0	1	12140	13756	16554	18864	20878	0	8671	8921	9575	9822	9975	12616	13562	14157	14945	15466	10108	10752	11438	12118	12434	-1.913043478	1.8774464523410936	45	1940	1	{"type":"MultiPoint","coordinates":[]}
